"ENSEMBL","Symbol","LOG2FC","PVAL","ADJP"
"AT4G01060","CPL3|ETC3","0.2747751937","0.6981783435","0.9091483679"
"AT5G14100","ABCI11|ATNAP14|NAP14","0.0566760219","0.698528848","0.9091703541"
"AT2G03600","ATUPS3|UPS3","0.1311892147","0.6985997628","0.9091703541"
"AT1G66980","GDPDL2|SNC4","0.2753885225","0.6986541657","0.9091703541"
"AT4G09510","A/N-InvI|CINV2","0.055780398","0.699268592","0.9098052935"
"AT5G27380","AtGSH2|GSH2|GSHB","0.0340282731","0.7003027087","0.9102935596"
"AT2G17980","ATSLY1","-0.0263666166","0.7005000922","0.9104109019"
"AT5G22880","H2B|HTB2","0.0597460639","0.7009931802","0.9108196142"
"AT4G08620","SULTR1;1","0.217815592","0.7012087713","0.9109384783"
"AT1G01040","ASU1|ATDCL1|CAF|DCL1|EMB60|EMB76|SIN1|SUS1","-0.0464583985","0.7015260127","0.9112225648"
"AT2G45200","ATGOS12|GOS12","0.0218262372","0.7022822986","0.9116792959"
"AT4G25910","ATCNFU3|NFU3","0.0763979352","0.7025218756","0.9117869551"
"AT1G08700","PS1","0.0325765116","0.7026324824","0.9118808488"
"AT5G65930","KCBP|PKCBP|ZWI","0.0248735487","0.7027080937","0.9119325617"
"AT3G05040","HST|HST1","-0.0287784669","0.7029286575","0.9120492582"
"AT1G75950","ASK1|ATSKP1|SKP1|SKP1A|UIP1","-0.0240673283","0.7030864405","0.9120492582"
"AT2G44620","MTACP-1|MTACP1","0.0294612919","0.7040350653","0.9125905096"
"AT1G13860","QUL1","0.0486475536","0.7040382741","0.9125905096"
"AT3G10660","ATCPK2|CPK2","0.0532771895","0.7044056213","0.912927444"
"AT1G12910","ATAN11|LWD1","0.0274455506","0.7054111721","0.9131298554"
"AT5G16620","ATTIC40|PDE120|TIC40","-0.0365142789","0.7054779744","0.9131298554"
"AT3G10070","TAF12|TAFII58","0.0505287993","0.7056994709","0.9131298554"
"AT3G25800","PDF1|PP2AA2|PR","0.0241923708","0.7058767362","0.9131298554"
"AT5G52040","At-RS41|ATRSP41|RS41","-0.0269301419","0.7061614371","0.9131298554"
"AT4G28050","TET7","0.0381101","0.7068972102","0.913295023"
"AT4G14180","AtPRD1|PRD1","-0.1110401414","0.7074774563","0.9136578293"
"AT1G74970","PRPS9|RPS9|SOT8|TWN3","0.0498267573","0.7082195134","0.9140605969"
"AT1G14900","HMGA","0.0433891598","0.709320615","0.9144633957"
"AT5G62020","AT-HSFB2A|HSFB2A","-0.0623616819","0.7096226196","0.9146629467"
"AT3G60870","AHL18","0.0968276861","0.7096547602","0.9146629467"
"AT3G17820","ATGSKB6|GLN1.3|GLN1;3","-0.0436166745","0.7100017218","0.9147384633"
"AT2G27990","BLH8|PNF","0.2747783175","0.7101438498","0.9147384633"
"AT2G19950","GC1","-0.0353819036","0.710879579","0.9150310921"
"AT3G27380","SDH2-1","0.0315082311","0.7111119467","0.9150310921"
"AT3G59280","AtPAM16|MUSE5|PAM16|TXR1","0.0296800562","0.7111466364","0.9150310921"
"AT1G51640","ATEXO70G2|EXO70G2","-0.2857563399","0.7114252854","0.9151314846"
"AT5G37770","AtCML24|CML24|TCH2","0.0718835542","0.7119691717","0.9153779547"
"AT1G02430","ARFD1B|ATARFD1B","-0.1035110212","0.7119984313","0.9153779547"
"AT1G12360","KEU|SEC11","0.0292602061","0.7120045092","0.9153779547"
"AT5G54810","ATTSB1|TRP2|TRPB|TSB1","-0.0507802687","0.7123534213","0.9154572621"
"AT3G51810","AT3|ATEM1|EM1|GEA1","0.4350870737","0.7131488186","0.9161762655"
"AT2G30980","ASKdZeta|ATSK2-2|ATSK23|BIL1|SKdZeta","0.0236554403","0.7133682233","0.9161992053"
"AT1G15700","ATPC2","0.1319680821","0.7135303985","0.9161992053"
"AT4G00220","ASL19|JLO|LBD30","0.1052351841","0.7135563611","0.9161992053"
"AT4G28490","HAE|RLK5","-0.0786284283","0.7137058112","0.9162193397"
"AT5G41150","ATRAD1|RAD1|UVH1","0.043107372","0.7141675927","0.9164953082"
"AT3G62720","ATXT1|AtXXT1|XT1|XXT1","-0.0520025872","0.7143087814","0.9166188203"
"AT2G40160","TBL30","0.0514439642","0.7148561854","0.9168835902"
"AT4G17170","AT-RAB2|ATRAB-B1B|ATRAB2A|ATRABB1C|RAB-B1B|RAB2A|RABB1C","-0.0350945763","0.7155156009","0.917301865"
"AT1G78960","ATLUP2|LUP2","0.0460453716","0.7158681587","0.9175693114"
"AT4G04740","ATCPK23|CPK23|GCA2","-0.068235369","0.7162223677","0.9178387663"
"AT4G01770","RGXT1","-0.1215144635","0.7171622024","0.9185353545"
"AT3G46290","HERK1","-0.0371762781","0.7186166133","0.9196128686"
"AT3G27020","AtYSL6|YSL6","0.0360498784","0.7195117295","0.920065701"
"AT5G66160","ATRMR1|RMR1","-0.0299957869","0.7196924865","0.9201644511"
"AT2G28110","FRA8|IRX7","-0.0895641072","0.720325126","0.9206180269"
"AT2G05180","CYP705A6","0.0713781353","0.7206190928","0.9207250748"
"AT1G68020","ATTPS6|TPS6","-0.0355005463","0.7206412392","0.9207250748"
"AT5G26880","AGL26","0.0260552495","0.7218047291","0.9211139796"
"AT4G20870","ATFAH2|FAH2","-0.0412209094","0.7226242726","0.9215374351"
"AT2G03120","ATSPP|SPP","-0.0299169555","0.7234461799","0.9220599063"
"AT2G23590","ATMES8|MES8","0.274778068","0.7237306399","0.9220599063"
"AT3G51600","LTP5","-0.1575660721","0.723988034","0.9220599063"
"AT5G65050","AGL31|MAF2","-0.0449622512","0.7244721201","0.9220599063"
"AT5G63890","ATHDH|HDH|HISN8","-0.0302588593","0.7248059161","0.9222106412"
"AT1G17260","AHA10|TT13","0.1448918516","0.7251064556","0.9223599196"
"AT4G05320","UBI10|UBQ10","-0.0648960115","0.7257294866","0.9223599196"
"AT3G12780","PGK1|PGKp1","-0.0595655217","0.7258118445","0.9223599196"
"AT4G04470","PMP22","-0.0321927404","0.726461884","0.9228236891"
"AT4G25500","At-RS40|AT-SRP40|ATRSP35|ATRSP40|RS40|RSP35","0.0340580104","0.7266721957","0.9229136663"
"AT1G03475","ATCPO-I|HEMF1|LIN2","-0.030902252","0.7269468286","0.9229136663"
"AT1G07790","HTB1","0.0652710515","0.727173196","0.9229136663"
"AT2G30870","ATGSTF10|ATGSTF4|ERD13|GSTF10","-0.0437392492","0.727180062","0.9229136663"
"AT3G05710","ATSYP43|SYP43","-0.0233575553","0.7272464999","0.9229136663"
"AT3G56640","SEC15A","0.0386721755","0.7277358163","0.9232364063"
"AT3G19280","ATFUT11|FUCT1|FUCTA|FUT11","0.0381021215","0.7283818855","0.9235805518"
"AT3G18090","NRPD2B","-0.0635534938","0.7294772058","0.9239167925"
"AT2G31260","APG9|ATAPG9|ATG9","-0.0307793239","0.7295313921","0.9239167925"
"AT4G13420","ATHAK5|HAK5","0.2024037892","0.7295566538","0.9239167925"
"AT1G10130","ATECA3|ECA3","0.0332234909","0.7296153719","0.9239167925"
"AT5G52470","ATFBR1|ATFIB1|FBR1|FIB1|SKIP7","-0.0286286461","0.7300054874","0.9240925591"
"AT4G34490","ATCAP1|CAP|CAP1","0.026080036","0.7300179002","0.9240925591"
"AT3G01390","AVMA10|VMA10","-0.0448456255","0.7300960008","0.9241374125"
"AT1G02500","AtSAM1|MAT1|METK1|SAM-1|SAM1","0.0308298349","0.7305760082","0.9244318921"
"AT5G46630","AP2M","-0.0281974532","0.7307667641","0.9244628197"
"AT4G33210","SLOMO","-0.0278996375","0.7315892715","0.9249997496"
"AT1G58440","DRY2|SQE1|XF1","0.0440275801","0.7316496362","0.9250100369"
"AT5G01270","ATCPL2|CER11|CPL2","-0.0375533755","0.7320457628","0.9252814583"
"AT3G29350","AHP2","-0.03687721","0.7325692818","0.9254783456"
"AT5G09680","RLF","0.0300164556","0.7326176208","0.9254783456"
"AT5G24520","ATTTG1|TTG|TTG1|URM23","-0.0283493121","0.7343057729","0.926622221"
"AT3G23630","ATIPT7|IPT7","0.0907865883","0.7361691483","0.9279899"
"AT4G22756","ATSMO1-2|SMO1-2","0.0467818935","0.7370515342","0.9286164651"
"AT3G45650","AtNPF2.7|NAXT1|NPF2.7","-0.0728385146","0.7372015985","0.9286875566"
"AT3G59140","ABCC10|ATMRP14|MRP14","0.0672752959","0.7372172262","0.9286875566"
"AT3G13100","ABCC7|ATMRP7|MRP7","-0.0809371984","0.7374651814","0.9286936207"
"AT1G15880","atgos11|GOS11","-0.056671488","0.7381291568","0.9288983535"
"AT2G22990","SCPL8|SNG1","-0.10443078","0.7384954575","0.9288983535"
"AT1G49160","WNK7","0.0515267094","0.739315458","0.9292189849"
"AT3G51830","ATG5|SAC8","0.0264109392","0.7395349069","0.9293115695"
"AT5G48010","AtTHAS1|THAS|THAS1","0.1518617352","0.7408302862","0.929788329"
"AT2G30210","LAC3","0.0696487696","0.7420237775","0.9303758004"
"AT5G44340","TUB4","0.0333032899","0.7422171585","0.9305267532"
"AT3G51060","AtSTY1|SRS1|STY1","-0.0719840666","0.7430863474","0.9309930929"
"AT5G50300","ATAZG2|AZG2","0.0748248066","0.7432462798","0.9310844867"
"AT2G44680","CKB4","0.0285459331","0.7435775084","0.9311865861"
"AT3G27440","UKL5","0.1653181202","0.7441131006","0.9314005327"
"AT1G16190","RAD23A","0.0318118673","0.7443272181","0.9314512101"
"AT5G54140","ILL3","-0.0393565894","0.744404644","0.9314512101"
"AT2G46970","PIL1","0.0634197447","0.7446499089","0.9314512101"
"AT5G02100","ORP3A|UNE18","-0.0658296798","0.7449220504","0.9314512101"
"AT5G36940","AtCAT3|CAT3","-0.047575523","0.7450708725","0.9314974019"
"AT2G28890","PLL4","0.0362974963","0.7450737121","0.9314974019"
"AT5G50320","AtELP3|EAST1|ELO3|ELP3|HAC8|HAG3","0.0398855014","0.7455192381","0.9318415196"
"AT1G50420","SCL-3|SCL3","0.0275594866","0.7456170972","0.9318415196"
"AT1G01380","ETC1","-0.0959340485","0.7462009919","0.9320819925"
"AT3G62770","AtATG18a|ATG18a|PEUP2","0.031763216","0.7463937314","0.9321422033"
"AT3G53130","CYP97C1|LUT1","-0.100212426","0.7464410979","0.9321557016"
"AT5G63310","ATNDPK2|NDPK|NDPK1A|NDPK2","0.0404654281","0.7465770583","0.9322010203"
"AT4G04570","CRK40","0.1428960356","0.746787591","0.932360084"
"AT3G25860","LTA2|PLE2","0.0377462565","0.7468729645","0.9324210169"
"AT2G15050","LTP|LTP7","0.2747880757","0.7470578303","0.9325516944"
"AT1G64900","CYP89|CYP89A2","-0.1202289775","0.7471709161","0.9325516944"
"AT4G36250","ALDH3F1","0.1132856702","0.7472336524","0.9325516944"
"AT4G15480","UGT84A1","0.1171006441","0.7484673811","0.9333604579"
"AT1G76760","ATY1|TRX-Y1|TY1","-0.0342931472","0.7485293464","0.9333920811"
"AT3G01610","CDC48C|emb1354","0.0342304322","0.7493952468","0.9338324701"
"AT5G03290","IDH-V","0.0214315397","0.7507826963","0.9347304216"
"AT3G13080","ABCC3|ATMRP3|MRP3","-0.0480029161","0.7509472145","0.9347304216"
"AT3G47700","MAG2","0.0298209034","0.7510187416","0.9347304216"
"AT5G60440","AGL62","0.1218030239","0.7522658084","0.9352056779"
"AT5G66130","ATRAD17|RAD17","0.0446412228","0.7523325017","0.9352056779"
"AT4G28980","CAK1AT|CDKF;1","0.0226249369","0.7525386781","0.9352375918"
"AT3G20475","ATMSH5|MSH5","-0.1032363115","0.7531115427","0.9354868087"
"AT4G19690","ATIRT1|IRT1","-0.1810336912","0.7531418681","0.9354868087"
"AT1G51690","ATB|B","0.017507404","0.7533594942","0.9354868087"
"AT5G39550","ORTH1|VIM3","-0.0398017925","0.7543399525","0.9360401231"
"AT1G20050","HYD1|MAD4","-0.0286303231","0.7548273297","0.9360401231"
"AT2G47510","FUM1","-0.0244942903","0.7559393099","0.9364613179"
"AT2G27010","CYP705A9","-0.0364550652","0.7564131951","0.9366061048"
"AT1G54040","ESP|ESR|TASTY","0.3111744146","0.7575597032","0.9373183867"
"AT1G79590","ATSYP52|SYP52","-0.0245170715","0.7581841178","0.9375450357"
"AT5G28640","AN3|ATGIF1|GIF|GIF1","0.0422626009","0.7585346413","0.9376147122"
"AT2G31305","INH3","-0.031893055","0.7589388434","0.9377641665"
"AT1G09700","AtDRB1|DRB1|HYL1","-0.0309670184","0.7595910707","0.9379202479"
"AT3G04880","DRT102","-0.0382438032","0.7597725594","0.9379626571"
"AT1G35580","A/N-InvG|CINV1|NIN2","0.0296911668","0.7602532608","0.9382423832"
"AT3G17390","AtSAMS3|MAT4|MTO3|SAMS3","0.0367674661","0.760753014","0.9385023907"
"AT4G35260","IDH-I|IDH1","-0.0258862227","0.7615664141","0.9389497813"
"AT3G56970","BHLH038|bHLH38|ORG2","-0.1459485336","0.762387556","0.9393446048"
"AT1G26670","ATVTI12|VTI12|VTI1B","-0.0310570545","0.7632125029","0.9397373399"
"AT3G47430","PEX11B","-0.1009679985","0.7633881176","0.9397870907"
"AT5G12250","TUB6","0.0291853247","0.7641578381","0.9400085178"
"AT2G31270","ATCDT1A|CDT1|CDT1A","0.04778457","0.7647801679","0.9402691024"
"AT3G13222","GIP1","-0.0253346584","0.7648615488","0.9402691024"
"AT3G13570","At-SCL30A|SCL30A","0.0259522719","0.7650377867","0.9402974643"
"AT5G61150","VIP4","0.0259886411","0.7653828427","0.9405171914"
"AT1G52500","ATFPG-1|ATFPG-2|ATMMH-1|ATMMH-2|FPG-1|FPG-2|MMH|MMH-1|MMH-2","0.029681568","0.7657540634","0.9406921092"
"AT4G03400","DFL2|GH3-10","-0.0439416764","0.7659180558","0.9407668282"
"AT5G13050","5-FCL","0.0214358832","0.7660938174","0.9408920647"
"AT3G57870","AHUS5|ATSCE1|EMB1637|SCE1|SCE1A","0.0242846071","0.7691736714","0.9429995029"
"AT5G64620","ATC/VIF2|C/VIF2","-0.0617584139","0.7694854245","0.9430135228"
"AT5G60970","TCP5","-0.2061185771","0.7695528763","0.9430266672"
"AT5G42270","FTSH5|VAR1","-0.0354135872","0.7696071033","0.9430266672"
"AT5G13570","ATDCP2|DCP2|ITS1|TDT","-0.0280051111","0.7699924653","0.9433152404"
"AT5G04370","NAMT1","-0.2061197173","0.7709978278","0.9435971304"
"AT3G22231","PCC1","0.2821792248","0.7716863178","0.9438331011"
"AT2G42430","ASL18|LBD16","0.0521856766","0.7718932015","0.9439073598"
"AT2G37410","ATTIM17-2|TIM17|TIM17-2","-0.0237882578","0.7719771109","0.9439347995"
"AT5G55590","QRT1","0.0870028524","0.7725003049","0.9443561637"
"AT2G03480","QUL2","-0.0439957587","0.7725244767","0.9443561637"
"AT4G28630","ABCB23|ATATM1|ATM1","0.0374593668","0.7725448914","0.9443561637"
"AT1G29690","CAD1|NSL2","-0.0318555505","0.77258097","0.9443561637"
"AT5G20680","TBL16","0.0217593012","0.7728797331","0.9445554102"
"AT2G28800","ALB3","-0.0313848671","0.773433566","0.9446284939"
"AT5G11950","LOG8|MOBP2","0.0277869824","0.7736496492","0.9447114006"
"AT3G27730","MER3|RCK","-0.085218875","0.7743556103","0.9451660772"
"AT5G10440","CYCD4;2","-0.0608497567","0.7748232079","0.9455558566"
"AT2G24790","ATCOL3|BBX4|COL3","0.0427222849","0.7749009204","0.9455558566"
"AT4G30190","AHA2|AtHA2|HA2|PMA2","0.0358668774","0.7756267608","0.9459930712"
"AT2G30800","ATVT-1|HVT1","-0.024111024","0.7759046936","0.946010515"
"AT4G37390","AUR3|BRU6|GH3-2|GH3.2|YDK1","-0.0846227279","0.775924458","0.946010515"
"AT3G55440","ATCTIMC|CYTOTPI|TPI","0.0285464989","0.7761447315","0.946010515"
"AT3G26310","CYP71B35","-0.2061185403","0.7762521736","0.946010515"
"AT2G45790","ATPMM|PMM","-0.0235997003","0.7762759492","0.946010515"
"AT1G11870","ATSRS|OVA7|SRS","0.0300380307","0.7764731843","0.9460370653"
"AT1G80560","ATIMD2|IMD2","0.0247333254","0.7770875644","0.9461862154"
"AT3G25530","ATGHBDH|AtGLYR1|GHBDH|GLYR1|GR1","-0.0319700754","0.7771095415","0.9461862154"
"AT4G00100","ATRPS13A|PFL2|RPS13|RPS13A","0.0228649819","0.7772602211","0.9462533085"
"AT4G36410","UBC17","0.0691085461","0.7773474612","0.9462533085"
"AT5G06580","d-LDH","-0.020449471","0.7774374208","0.9462533085"
"AT1G70490","ARFA1D|ATARFA1D","-0.0223162462","0.7776082158","0.9462533085"
"AT5G16690","ATORC3|ORC3","0.0537243149","0.7778650436","0.9462533085"
"AT5G40650","SDH2-2","0.0259749466","0.7778965578","0.9462533085"
"AT4G26140","BGAL12","0.0423545817","0.7783720823","0.9462757944"
"AT5G43430","ETFBETA","-0.0224067506","0.7784014685","0.9462757944"
"AT3G47950","AHA4|HA4","0.0785925771","0.7786303011","0.9463582703"
"AT1G27130","ATGSTU13|GST12|GSTU13","0.0498776442","0.7792455867","0.9467386463"
"AT2G43790","ATMAPK6|ATMPK6|MAPK6|MPK6","0.0215373979","0.7818517481","0.9477824414"
"AT1G17580","ATMYA1|MYA1|XI-1","0.0239195634","0.7818968801","0.9477920917"
"AT1G28210","AtDjB1|ATJ1","0.0528836329","0.7826800885","0.9483807868"
"AT3G61860","At-RS31|ATRSP31|RS31|RSP31","-0.0230032383","0.7827882089","0.9484333297"
"AT5G13280","AK|AK-LYS1|AK1","0.0260043464","0.7827978439","0.9484333297"
"AT5G38630","ACYB-1|CYB-1","-0.0154496743","0.783132276","0.9486447553"
"AT5G67270","ATEB1C|ATEB1H1|EB1C","0.0465139621","0.7833131932","0.9487392716"
"AT5G47910","ATRBOHD|DELT1|RBOHD","-0.0532497827","0.7834040234","0.9487392716"
"AT4G35290","ATGLR3.2|ATGLUR2|GLR3.2|GLUR2","0.0861921094","0.7836758074","0.9487986732"
"AT1G07140","SIRANBP","0.044276439","0.7837499175","0.9487986732"
"AT3G22960","PKP-ALPHA|PKP1","0.0334136155","0.7837673189","0.9487986732"
"AT3G58970","MGT6|MRS2-4","-0.024159434","0.7838224275","0.9487986732"
"AT1G50430","7RED|DWF5|LE|PA|ST7R","-0.0225464823","0.7847405837","0.9493436164"
"AT3G47520","MDH|pNAD-MDH","-0.0210791788","0.785020755","0.9495896401"
"AT5G60230","ATSEN2|SEN2","-0.0318009556","0.7857835911","0.9499376619"
"AT2G40690","GLY1|SFD1","-0.0405405288","0.7866750209","0.9504113299"
"AT4G39520","Drg1-1","-0.0143433882","0.7867094503","0.9504113299"
"AT4G05050","UBQ11","-0.0482574148","0.7868503719","0.9504303733"
"AT1G13020","EIF4B2","-0.0243087546","0.7872603037","0.9504461453"
"AT5G49190","ATSUS2|SSA|SUS2","-0.0576153209","0.787617104","0.9505685103"
"AT5G64390","HEN4","-0.0250333463","0.7878660212","0.9507339237"
"AT3G02680","ATNBS1|NBS1","0.0374637174","0.7892054033","0.9512247399"
"AT5G40440","ATMKK3|MKK3","0.0262119236","0.7895107141","0.9514009247"
"AT2G46370","AtGH3.11|FIN219|JAR1","-0.0203194605","0.7899715365","0.9517126873"
"AT1G49970","CLPR1|NCLPP5|SVR2","-0.0168535988","0.7900212367","0.9517126873"
"AT2G41240","BHLH100","0.182076416","0.7903501168","0.951894464"
"AT5G42800","DFR|M318|TT3","0.2747845574","0.7920194495","0.9526351207"
"AT1G16590","ATREV7|REV7","0.0466479685","0.7925174244","0.9529321144"
"AT2G35060","KUP11","-0.0391862067","0.7927032005","0.952963046"
"AT3G47730","ABCA2|ATATH1|ATH1","-0.0379523546","0.7936534855","0.9534980557"
"AT5G14170","BAF60|CHC1|SWP73B","0.0187453858","0.7939232767","0.9536637348"
"AT3G03470","CYP89A9","-0.0705212854","0.7947655029","0.9541644723"
"AT5G49890","ATCLC-C|CLC-C","-0.0319632679","0.7967107865","0.9550257436"
"AT2G40190","LEW3","0.0264196388","0.7969512515","0.9551427972"
"AT5G05590","PAI2","0.1128087547","0.7974350903","0.9553634324"
"AT1G53700","PK3AT|WAG1","-0.0612992614","0.7975544451","0.9554032967"
"AT1G26340","ATCB5-A|B5|CB5-A","0.0243945306","0.7976182437","0.9554032967"
"AT2G20180","PIF1|PIL5","-0.0439309332","0.7988069533","0.955620532"
"AT3G47060","ftsh7","-0.026024474","0.7992756364","0.9558067119"
"AT1G18080","ATARCA|AtRACK1|RACK1A|RACK1A_AT|SAC53","0.0281308086","0.7992856318","0.9558067119"
"AT5G19450","CDPK19|CPK8","0.0147256185","0.7993035008","0.9558067119"
"AT3G56000","ATCSLA14|CSLA14","0.0474934779","0.7998617508","0.9558781662"
"AT2G23610","ATMES3|MES3","0.0396498995","0.8001391764","0.9559082004"
"AT5G47450","ATTIP2;3|DELTA-TIP3|TIP2;3","-0.0730941522","0.800669999","0.9563492511"
"AT5G53860","ANU7|EMB2737|EMB64","-0.0222428537","0.8008535331","0.956358886"
"AT1G24100","UGT74B1","-0.0366561686","0.801219515","0.956358886"
"AT2G32810","BGAL9","-0.0292833769","0.8015367465","0.9565384407"
"AT1G08130","ATLIG1|LIG1","0.0286207773","0.8018492464","0.9565991287"
"AT4G33090","APM1|ATAPM1","0.0146072817","0.8019409944","0.9566157551"
"AT5G04930","ALA1","-0.0245819842","0.8020951749","0.9566157551"
"AT2G30410","KIS|TFCA","0.0282681429","0.8021534257","0.9566157551"
"AT3G56850","AREB3|DPBF3","-0.0195683077","0.8025505305","0.9569059353"
"AT5G67330","ATNRAMP4|NRAMP4","-0.0288069415","0.8033469655","0.9574078488"
"AT3G54840","ARA-6|ARA6|AtARA6|ATRAB5C|ATRABF1|RABF1","0.0180937467","0.8034524155","0.9574440197"
"AT2G33380","AtCLO3|AtRD20|CLO-3|CLO3|PXG3|RD20","-0.206110756","0.8048329587","0.9581657543"
"AT2G45430","AHL22","-0.0244254535","0.8052312286","0.9583041012"
"AT1G19700","BEL10|BLH10","-0.0410764745","0.8055081708","0.9583138506"
"AT2G14720","BP80-2;1|MTV2|MTV4|VSR2;1|VSR4","-0.0191678126","0.8057232853","0.9583138506"
"AT5G48880","KAT5|PKT1|PKT2","-0.0823887268","0.8058809356","0.958322549"
"AT1G52760","AtMAGL3|CSE|LysoPL2","0.0251004821","0.8063130076","0.9585681214"
"AT1G10970","ATZIP4|ZIP4","0.0354502096","0.806530857","0.9587089514"
"AT2G31070","TCP10","0.0564096298","0.8065694532","0.9587089514"
"AT3G16570","ATRALF23|RALF23","-0.0341537723","0.8069072647","0.9588916219"
"AT2G14120","DRP3B","0.0161135065","0.8070912981","0.9590015341"
"AT5G40870","ATUK/UPRT1|UCK1|UK/UPRT1|UKL1","0.0206942932","0.808383573","0.9598213897"
"AT4G39940","AKN2|APK2","0.0576782817","0.8088093313","0.9598781076"
"AT1G65660","SMP1","-0.0236369735","0.809056118","0.9598781076"
"AT2G39800","ATP5CS|P5CS1","-0.0464349977","0.809176451","0.9598781076"
"AT1G12480","CDI3|OZS1|RCD3|SLAC1","-0.0647973792","0.8093724729","0.9598781076"
"AT1G51470","BGLU35|TGG5","-0.0938505517","0.8106049134","0.9605355554"
"AT4G34620","SSR16","0.0227919787","0.8109475235","0.9606290338"
"AT3G10220","EMB2804|TFCB","-0.0163513865","0.8111480549","0.9606972891"
"AT5G65940","CHY1","0.0171698041","0.8113517756","0.9607836719"
"AT4G13570","HTA4","-0.2054124958","0.8116150635","0.9609221404"
"AT5G60790","ABCF1|ATGCN1|GCN1","-0.0218066513","0.8121779502","0.9612435146"
"AT2G14210","AGL44|ANR1|AtANR1","-0.0606641415","0.8135147292","0.9618011599"
"AT4G12120","ATSEC1B|SEC1B","0.037179597","0.813585801","0.9618011599"
"AT5G62700","TUB3","-0.0199364613","0.81375275","0.9618011599"
"AT1G54270","EIF4A-2","-0.022025074","0.8138607666","0.9618011599"
"AT2G20770","GCL2","0.0384160029","0.8143481354","0.9619312868"
"AT2G01905","CYCJ18","-0.0817848388","0.8151750036","0.9624621338"
"AT4G21200","ATGA2OX8|GA2OX8","0.0953469283","0.8155139399","0.9626394352"
"AT3G20060","UBC19","-0.0202874116","0.8164072527","0.9628250875"
"AT1G18890","ATCDPK1|AtCPK10|CDPK1|CPK10","-0.0215335012","0.8176063043","0.9630300551"
"AT3G51630","ATWNK5|WNK5|ZIK1","-0.0161153874","0.8177934059","0.963104092"
"AT1G02390","ATGPAT2|GPAT2","-0.0628485975","0.8179863221","0.963104092"
"AT5G48100","ATLAC15|AtTT10|LAC15|TT10","-0.0840065564","0.8182119193","0.963104092"
"AT1G78660","ATGGH1|GGH1","0.0314720525","0.818395966","0.963104092"
"AT4G12020","ATWRKY19|MAPKKK11|MEKK4|WRKY19","0.0252685712","0.819139004","0.9634181178"
"AT3G61460","BRH1","-0.0294996019","0.819676228","0.9638046789"
"AT2G38880","ATHAP3|ATNF-YB1|HAP3|HAP3A|NF-YB1","0.0232603995","0.8199034138","0.9638940129"
"AT4G14880","ATCYS-3A|CYTACS1|OASA1|OLD3","0.0218330677","0.820433158","0.964072292"
"AT2G29090","CYP707A2","-0.089756332","0.8209544552","0.9641960709"
"AT2G17290","ATCDPK3|ATCPK6|CPK6","0.0213095062","0.821062479","0.9642785266"
"AT5G52560","ATUSP|USP","0.0227678892","0.8218564018","0.9643269165"
"AT5G62810","AtPED2|ATPEX14|PED2|PEX14","-0.0152389907","0.8219728155","0.9643269165"
"AT2G42600","ATPPC2|PPC2","0.0257120264","0.8220374342","0.9643269165"
"AT2G18915","ADO2|LKP2","0.0342100155","0.822210732","0.9644276955"
"AT3G13772","AtTMN7|TMN7","0.0119727447","0.8222903221","0.964476684"
"AT4G25360","TBL18","0.0181526881","0.8225933049","0.9644811188"
"AT1G44350","ILL6","-0.0462379101","0.8229456079","0.9645754074"
"AT1G05940","CAT9","-0.0270316348","0.8229559686","0.9645754074"
"AT3G27660","OLE3|OLEO4","-0.152000217","0.8232930317","0.9645878658"
"AT1G09100","RPT5B","-0.0210815198","0.8236365098","0.9648572878"
"AT1G60790","TBL2","0.0352250334","0.8239521832","0.9650497366"
"AT5G06160","ATO","-0.0201704195","0.8244482268","0.9654533337"
"AT3G57550","AGK2|GK-2","-0.0227638134","0.8245505456","0.9654844697"
"AT3G11200","AL2","0.0132463755","0.8247630818","0.9655559715"
"AT5G47650","ATNUDT2|ATNUDX2|NUDT2","0.0274097788","0.8250778916","0.9657914924"
"AT1G02010","SEC1A","0.0263075362","0.82553365","0.9659702174"
"AT5G01410","ATPDX1|ATPDX1.3|PDX1|PDX1.3|RSR4","0.0215080961","0.8264961684","0.9663528992"
"AT5G46740","UBP21","0.0379579434","0.8289981113","0.9671868728"
"AT2G20120","COV1","-0.0225788147","0.8292788213","0.9672888954"
"AT3G56490","HINT1|HIT3","-0.0184844312","0.829467868","0.9672888954"
"AT5G01180","AtNPF8.2|ATPTR5|NPF8.2|PTR5","-0.0797359154","0.8299769148","0.9674016594"
"AT5G65450","UBP17","-0.0279697217","0.8300541846","0.9674016594"
"AT5G38450","CYP735A1","0.0605891837","0.8301085394","0.9674016594"
"AT1G68720","ATTADA|TADA|TADA1","0.014320021","0.8305670888","0.9676042843"
"AT4G29040","RPT2a","0.0171452769","0.8306138093","0.9676042843"
"AT5G03770","AtKdtA|KDTA","0.0197912201","0.8318528074","0.9680005995"
"AT1G53720","ATCYP59|CYP59","0.0192116104","0.8345958748","0.9687934962"
"AT4G39950","CYP79B2","-0.0559454359","0.8347361644","0.9687934962"
"AT4G15350","CYP705A2","0.0823326013","0.8348606136","0.9687934962"
"AT4G01800","AGY1|AtcpSecA|SECA1","0.0246157781","0.835053794","0.9688219693"
"AT2G03060","AGL30","0.0193441128","0.8350760546","0.9688219693"
