"ENSEMBL","Symbol","LOG2FC","PVAL","ADJP"
"AT5G26210","AL4","0.0763827712","0.3462685408","0.6574693018"
"AT3G07740","ADA2A|ATADA2A|HAC10|HXA02|HXA2","-0.089597765","0.3466660021","0.6576523558"
"AT4G16265","DMS13|NRPB9B|NRPD9B|NRPE9B","0.1503435559","0.3472895938","0.6585192542"
"AT1G79850","CS17|PDE347|PRPS17|RPS17","0.2836049745","0.3473638704","0.6585192542"
"AT2G21400","SRS3","0.3543419619","0.3473920248","0.6585236673"
"AT4G29350","AtPRF2|PFN2|PRF2|PRO2","-0.0913598844","0.3475777096","0.6585818859"
"AT1G20830","MCD1","0.0896170987","0.3479615649","0.6588299558"
"AT2G22300","CAMTA3|SR1","-0.0815394409","0.3479670176","0.6588299558"
"AT1G32640","ATMYC2|JAI1|JIN1|MYC2|RD22BP1|ZBF1","0.5303154302","0.3486584368","0.6594325225"
"AT4G39640","GGT1","-0.1228192183","0.3486732006","0.6594325225"
"AT5G61270","PIF7","-0.4355416256","0.3487553971","0.6595116143"
"AT5G23990","ATFRO5|FRO5","-0.3978981252","0.3488676521","0.6595667325"
"AT1G52740","H2A.Z|HTA9","0.0657742323","0.3488993681","0.6595667325"
"AT1G78340","ATGSTU22|GSTU22","-0.21937345","0.3501156941","0.6607393951"
"AT3G63150","ATCBG|MIRO2","-0.07149018","0.3507215725","0.6613555601"
"AT4G04210","PUX4","-0.085457998","0.3507793786","0.6613555601"
"AT4G34710","ADC2|ATADC2|SPE2","-0.154901252","0.3517608048","0.6623056012"
"AT3G13730","CYP90D1","0.1901700077","0.3517854122","0.6623056012"
"AT4G13020","MHK","-0.0962693731","0.3525847067","0.6627989421"
"AT2G32080","PUR","-0.073341887","0.3526531537","0.6628787405"
"AT2G27600","ATSKD1|SKD1|VPS4","0.0523194176","0.3528988648","0.6630761617"
"AT2G23310","ATRER1C1","-0.088209546","0.3528991327","0.6630761617"
"AT1G74740","ATCPK30|CDPK1A|CPK30","0.0859759982","0.3530939695","0.6632184188"
"AT2G24490","ATRPA2|ATRPA32A|ROR1|RPA2|RPA32A","0.1269960277","0.3531414059","0.6632586599"
"AT2G41140","ATCBK3|ATCRK1|CRK1","0.0733271218","0.3537486545","0.663692843"
"AT4G16250","PHYD","-0.208239917","0.3538612503","0.6637166259"
"AT3G44600","AtCYP71|CYP71","0.0948645402","0.3539181272","0.6637166259"
"AT2G31081","CLE4","-0.4224632074","0.3539989127","0.6637935194"
"AT3G53030","SRPK4","0.0745938438","0.3541568719","0.6638944214"
"AT5G12140","ATCYS1|CYS1","0.0798307113","0.3543709156","0.6640991231"
"AT1G08820","VAP27-2","0.0663757731","0.3549186286","0.6645523177"
"AT5G04290","KTF1|SPT5L","0.091181442","0.3550060593","0.6645523177"
"AT1G52570","PLDALPHA2","0.2643197216","0.3552992217","0.6648139396"
"AT2G04842","EMB2761","-0.1255635131","0.3553380467","0.6648377984"
"AT5G55500","ATXYLT|XYLT","0.0563667565","0.3556716909","0.6648949338"
"AT2G27960","CKS1|CKS1AT","0.0895027752","0.3558798177","0.6648949338"
"AT5G54390","AHL|ATAHL|HL","0.0950458613","0.3570681474","0.6657786926"
"AT1G53230","TCP3","0.2940111203","0.3575179085","0.6664223723"
"AT4G04955","ALN|ATALN","0.2372102501","0.3577076182","0.6665810749"
"AT3G63370","OTP86","-0.2268151748","0.3578144622","0.6667314497"
"AT1G02205","CER1|CER22","-0.4523998389","0.3586490952","0.6675549039"
"AT5G16830","ATPEP12|ATSYP21|PEP12|PEP12P|SYP21","-0.1129708331","0.3587032174","0.6675930752"
"AT1G77490","TAPX","-0.1482929777","0.3587690748","0.6675930752"
"AT3G18130","RACK1C|RACK1C_AT","0.1595394239","0.3588204606","0.6675930752"
"AT3G53720","ATCHX20|CHX20","-0.2724440258","0.3588285522","0.6675930752"
"AT2G35980","ATNHL10|NHL10|YLS9","0.4295605545","0.3588846246","0.6675930752"
"AT4G14850","LOI1|MEF11","0.1362161739","0.3589052426","0.6675930752"
"AT3G59600","NRPB8B|NRPD8B|NRPE8B","-0.0775858061","0.3590075747","0.6677347101"
"AT3G58160","ATMYOS3|ATXIJ|MYA3|XI-16|XIJ","0.197398871","0.3590374274","0.6677415262"
"AT5G37600","ATGLN1;1|ATGSR1|GLN1;1|GSR","-0.1336989991","0.359717133","0.6682258093"
"AT1G43170","ARP1|emb2207|RP1|RPL3A","0.0786878739","0.3599034056","0.6684744345"
"AT2G38170","ATCAX1|CAX1|RCI4","-0.1831541834","0.3600656282","0.6686685063"
"AT4G03070","AOP|AOP1|AOP1.1","-0.2475130036","0.3601820397","0.6686710719"
"AT3G57290","ATEIF3E-1|ATINT6|EIF3E|INT-6|INT6|TIF3E1","0.0773446655","0.3609164696","0.6695756796"
"AT4G17905","ATL4H|ATL53","-0.2042943437","0.3611917665","0.6697940118"
"AT1G08970","HAP5C|NF-YC9","0.0523951918","0.3618058032","0.6705116097"
"AT5G14570","ATNRT2.7|NRT2.7","0.1892505892","0.3622597841","0.6710640028"
"AT5G19770","TUA3","0.0909702097","0.3628262605","0.6715234665"
"AT3G02150","A-PTF-1|bHLHb1|PTF1|TCP13|TFPD","0.3169911813","0.3630109634","0.6715262132"
"AT2G37210","LOG3","0.1887244725","0.3630988137","0.6715262132"
"AT2G01470","ATSEC12|STL2P","-0.0632346615","0.3631266541","0.6715262132"
"AT2G37170","PIP2;2|PIP2B","0.1583465777","0.3636511723","0.6718161684"
"AT3G13300","VCS","0.0546265602","0.3638367507","0.6718161684"
"AT5G23420","HMGB6","0.1277017169","0.3642507873","0.6722079034"
"AT3G51460","RHD4","0.0706897558","0.3646185187","0.6724805055"
"AT1G31360","ATRECQ2|MED34|RECQL2","0.1259741559","0.3651738996","0.6731008153"
"AT2G45660","AGL20|ATSOC1|SOC1","0.2653754862","0.3653528516","0.6731998849"
"AT1G70690","HWI1|PDLP5","-0.2346654692","0.3653601367","0.6731998849"
"AT3G25690","AtCHUP1|CHUP1","0.1259661561","0.3654397399","0.6732094589"
"AT3G48890","ATMAPR3|ATMP2|MAPR3|MSBP2","-0.109375781","0.3669028117","0.6745958323"
"AT5G15860","ATPCME|ICME|PCME","0.1195336559","0.3669369506","0.6745958323"
"AT3G54540","ABCF4|ATGCN4|GCN4","0.0623599203","0.36776365","0.6754581705"
"AT3G27580","ATPK7|D6PKL3","-0.0962904311","0.3677694635","0.6754581705"
"AT2G35350","PLL1","0.1223814358","0.3688412637","0.6764521716"
"AT1G02720","AtGATL5|GATL5","0.113043055","0.3688989194","0.6764985221"
"AT5G04140","FD-GOGAT|GLS1|GLU1|GLUS","0.3771886383","0.3694062107","0.677001334"
"AT1G29340","ATPUB17|PUB17","0.0810435367","0.3698307978","0.6774461461"
"AT1G20450","ERD10|LTI29|LTI45","0.1874373043","0.369893708","0.6774565268"
"AT4G17190","FPS2","0.0844456943","0.3700551824","0.6775575931"
"AT3G52750","FTSZ2-2","0.1290146755","0.3701882905","0.677683969"
"AT5G23810","AAP7","0.2603721692","0.3709795691","0.6785679377"
"AT5G67070","RALF34|RALFL34","0.1258563098","0.3713962881","0.6789467113"
"AT5G56010","AtHsp90-3|AtHsp90.3|HSP81-3|Hsp81.3","0.1167114645","0.3713996678","0.6789467113"
"AT2G26740","ATSEH|SEH","-0.4368540847","0.3723720741","0.680198044"
"AT3G63260","ATMRK1","0.0748036457","0.3727891664","0.6804330696"
"AT1G17120","CAT8","0.0754275316","0.3728682484","0.6804330696"
"AT5G12390","FIS1B","-0.1063579554","0.3731501269","0.6805902241"
"AT1G54990","AXR4|RGR|RGR1","0.0909833239","0.3732681348","0.6806544305"
"AT2G39730","RCA","0.2994630871","0.3734494682","0.6807903439"
"AT4G29820","ATCFIM-25|CFIM-25","-0.1032287564","0.3735144505","0.6808095043"
"AT1G02170","ATMC1|AtMCP1b|ATMCPB1|LOL3|MC1|MCP1b","-0.0766579203","0.3735400802","0.6808095043"
"AT4G35950","ARAC6|ATRAC6|ATROP5|RAC2|RAC6|ROP5","0.0930208177","0.3739071766","0.681283778"
"AT1G05260","PER3|RCI3|RCI3A","-0.1587064978","0.3740070768","0.6813684227"
"AT1G75630","AVA-P4","0.0828980598","0.3743554128","0.6816620949"
"AT5G13790","AGL15","-0.260656934","0.3746309641","0.6820809174"
"AT3G02870","VTC4","0.1384052909","0.3746389226","0.6820809174"
"AT5G66750","ATDDM1|CHA1|CHR01|CHR1|DDM1|SOM1|SOM4","0.1307623973","0.3747069254","0.6821560178"
"AT5G62480","ATGSTU9|GST14|GST14B|GSTU9","-0.2567947107","0.3749145824","0.6824286803"
"AT1G60930","ATRECQ4B|RECQ4B|RECQL4B","0.2313487593","0.3752548605","0.6826661268"
"AT5G26751","ASKalpha|ATSK11|SK","0.0595496364","0.375450884","0.6827076842"
"AT5G19180","ECR1","-0.0557905424","0.3757854207","0.6828939563"
"AT2G44690","ARAC9|ATROP8|ROP8","-0.1662669301","0.3762990167","0.6833467935"
"AT5G56280","CSN6A","0.0744500916","0.376582724","0.6837646013"
"AT3G52940","ELL1|FK|HYD2","0.1255278928","0.3767270591","0.6838897291"
"AT5G60180","APUM19|PUM19","-0.4013755481","0.3767411965","0.6838897291"
"AT5G27100","ATGLR2.1|GLR2.1","-0.4780874504","0.3768609948","0.6839126281"
"AT3G55660","ATROPGEF6|ROPGEF6","0.2052709565","0.3770899252","0.6841496309"
"AT5G58070","ATTIL|TIL","-0.1636078996","0.3774256022","0.6844263144"
"AT2G41340","RPB5D","-0.4458094124","0.3776989661","0.6846700012"
"AT3G50240","KICP-02","0.1453700015","0.3778580372","0.6849096632"
"AT3G58120","ATBZIP61|BZIP61","-0.1056269498","0.3789970972","0.6860964136"
"AT5G19550","AAT2|ASP2","0.1278768465","0.3792522925","0.6863651165"
"AT1G03780","AtTPX2|TPX2","0.1672105682","0.3794249041","0.6864485378"
"AT5G60040","NRPC1","0.1262470716","0.3794995478","0.6864485378"
"AT1G51740","ATSYP81|ATUFE1|SYP81|UFE1","0.0705929241","0.3796759063","0.686642759"
"AT4G24560","UBP16","0.0633856927","0.3799987501","0.6871291491"
"AT2G34690","ACD11","-0.0874457392","0.3801951042","0.6872405194"
"AT2G40330","PYL6|RCAR9","0.2321203086","0.3805720528","0.6877268748"
"AT1G53000","AtCKS|CKS|KDSB","0.0804125603","0.3806050091","0.6877376885"
"AT1G47750","PEX11A","0.0868524","0.3813030789","0.6881700103"
"AT1G52400","ATBG1|BGL1|BGLU18","0.3446535305","0.381985294","0.6887674864"
"AT3G62880","ATOEP16-4","0.1056789268","0.3824056843","0.6891499062"
"AT1G09340","CRB|CSP41B|HIP1.3","0.204532036","0.3825949193","0.6893125386"
"AT4G37410","CYP81F4","-0.244255991","0.3826050049","0.6893125386"
"AT5G49730","ATFRO6|FRO6","-0.2276997862","0.3828133111","0.6894388997"
"AT5G16560","KAN|KAN1","-0.1030220977","0.3838708257","0.6907020192"
"AT1G75030","ATLP-3|TLP-3","0.4163229933","0.384328522","0.6910561003"
"AT1G67030","ZFP6","0.1899310587","0.3843386367","0.6910561003"
"AT3G11750","FOLB1","0.260900873","0.3850094513","0.6917348277"
"AT5G07350","AtTudor1|TSN1|Tudor1","0.0747935258","0.3858099068","0.6926929768"
"AT5G66280","GMD1","-0.3074530425","0.3862316263","0.6929808155"
"AT2G26430","ATRCY1|CYCL1|MOS12|RCY1","-0.0743564124","0.3863569741","0.693067643"
"AT5G63570","GSA1","-0.0712851419","0.3868752023","0.6937579231"
"AT5G55160","ATSUMO2|SUM2|SUMO|SUMO2","0.0988412312","0.3873035593","0.6943319341"
"AT5G20620","UBQ4","-0.1000718963","0.3877838835","0.6946057928"
"AT3G18035","HON4","-0.0668251594","0.3878802681","0.6946808369"
"AT1G14830","ADL1C|ADL5|DL1C|DRP1C","0.0555184439","0.3893359027","0.695874525"
"AT4G31120","AtPMRT5|CAU1|PRMT5|SKB1","0.0864588441","0.3895189461","0.6959927003"
"AT1G24490","ALB4|ARTEMIS|STIC1","0.0843191385","0.3895503703","0.6959927003"
"AT5G09740","HAC11|HAG05|HAG5|HAM2","0.0748341544","0.3899172952","0.6960800386"
"AT5G14800","AT-P5C1|AT-P5R|EMB2772|P5CR","-0.0860898808","0.390314364","0.6963578171"
"AT1G52240","ATROPGEF11|PIRF1|ROPGEF11","-0.3642322305","0.3907225653","0.6968833219"
"AT1G77080","AGL27|FLM|MAF1","0.1152312629","0.390927585","0.6972002212"
"AT1G14000","VIK","-0.0586691545","0.3917177727","0.6981420323"
"AT3G51300","ARAC11|ATRAC11|ATROP1|ROP1|ROP1AT","0.2561763119","0.3917568514","0.6981420323"
"AT1G54170","CID3","-0.0551322153","0.3921044292","0.6984968412"
"AT5G25760","PEX4|UBC21","-0.062374458","0.3923717863","0.6984968412"
"AT1G02730","ATCSLD5|CSLD5|SOS6","0.1638698584","0.3924271094","0.6984968412"
"AT5G50440","ATMEMB12|MEMB12","-0.0913005847","0.3924597974","0.6984968412"
"AT5G03530","ATRAB|ATRAB18B|ATRABC2A|RABC2A","0.1059284138","0.3926418541","0.6987424619"
"AT1G76690","ATOPR2|OPR2","-0.1261845062","0.3926711125","0.6987457622"
"AT5G04590","SIR","0.0933069799","0.3933612523","0.699169206"
"AT5G15150","ATHB-3|ATHB3|HAT7|HB-3","-0.1815667317","0.3936736368","0.6993583496"
"AT5G04240","ELF6","0.0756608479","0.3940147585","0.6997205957"
"AT1G55490","CPN60B|Cpn60beta1|CPNB1|LEN1","0.1551778708","0.3954716248","0.7012080463"
"AT5G59440","ATTMPK.1|ATTMPK.2|ZEU1|ZEUS1","-0.0635182222","0.3961629409","0.7016509968"
"AT5G67380","ATCKA1|CKA1","-0.0643493658","0.3973208079","0.702363142"
"AT4G26850","GGP|VTC2","0.3057447542","0.3973874456","0.7023800087"
"AT1G23490","ARF1|ATARF|ATARF1|ATARFA1A","-0.0746024254","0.3980460847","0.7029514509"
"AT1G66670","CLPP3|NCLPP3","0.0748231237","0.3983481963","0.7032529467"
"AT2G23170","GH3.3","-0.2407996184","0.3989348337","0.7036202933"
"AT1G26110","DCP5","0.0679466893","0.399263959","0.7038294742"
"AT1G18640","PSP|PSP1","0.0604152266","0.4002275053","0.7047099954"
"AT5G46860","ATSYP22|ATVAM3|SGR3|SYP22|VAM3","-0.0828087236","0.4003605952","0.704853584"
"AT1G05500","ATSYTE|NTMC2T2.1|NTMC2TYPE2.1|SYT5|SYTE","0.0630691685","0.4010649733","0.7051199537"
"AT5G42970","ATS4|COP14|COP8|CSN4|EMB134|FUS4|FUS8","0.0735496867","0.4011690575","0.705184598"
"AT1G75660","AtXRN3|XRN3","0.084209651","0.4011960762","0.705184598"
"AT3G22330","ATRH53|PMH2","0.0941811962","0.4012945874","0.705184598"
"AT3G20940","CYP705A30","0.1796007737","0.4013384213","0.7052117061"
"AT4G31580","At-RSZ22|AtRSZ22|RSZ22|RSZP22|SRZ-22|SRZ22","0.1019644159","0.4014458565","0.7052814792"
"AT2G41630","AtTFIIB1|TFIIB|TFIIB1","0.078555685","0.4014748874","0.7052814792"
"AT4G24940","AT-SAE1-1|ATSAE1A|SAE1A","0.0839475571","0.4018890479","0.705620191"
"AT1G04950","ATTAF6|EMB2781|TAF6|TAFII59","0.0594489907","0.4019144868","0.705620191"
"AT5G22510","A/N-InvE|At-A/N-InvE|INV-E","0.1203472724","0.4024659692","0.706048286"
"AT4G34460","AGB1|ATAGB1|ELK4","0.0603095084","0.4024762717","0.706048286"
"AT3G53110","LOS4","0.0638286272","0.403254662","0.7070196913"
"AT1G79530","GAPCP-1","-0.0748382509","0.4042595381","0.7081908365"
"AT5G42650","AOS|CYP74A|DDE2","-0.1492360675","0.404568774","0.7084468511"
"AT5G09410","CAMTA1|EICBP.B","0.0640026753","0.4051391116","0.7087810815"
"AT5G67230","I14H|IRX14-L","0.1748393742","0.4064060088","0.7100548453"
"AT5G35520","ATMIS12|MIS12","0.159460698","0.4065084551","0.7101365161"
"AT1G29900","CARB|VEN3","0.0850202016","0.4066262088","0.7101962513"
"AT5G10720","AHK5|CKI2|HK5","0.1108242277","0.4070254151","0.7106984585"
"AT3G07330","ATCSLC06|ATCSLC6|CSLC06|CSLC6","-0.0624181828","0.4071088589","0.7106984585"
"AT4G19210","ABCE2|ATRLI2|RLI2","0.0654104326","0.4074840493","0.7110126798"
"AT3G14650","CYP72A11","0.180449575","0.4077277855","0.7112432834"
"AT1G19150","LHCA2*1|Lhca6","0.5953822881","0.407824589","0.7112684523"
"AT4G14720","PPD2|TIFY4B","-0.1076096661","0.4078364035","0.7112684523"
"AT3G13460","ECT2","-0.0723732167","0.4081559563","0.711600723"
"AT2G25620","AtDBP1|DBP1","0.1141855516","0.4082715839","0.7117276257"
"AT3G09650","CRM3|HCF152","-0.1029894669","0.4095825956","0.7128694214"
"AT1G47056","VFB1","-0.0831829765","0.409941944","0.7133487811"
"AT4G22970","AESP|ESP|RSW4","0.151896663","0.4100062436","0.7133633026"
"AT1G65290","mtACP2","0.1407970017","0.4101497832","0.7134669923"
"AT5G02320","ATMYB3R5|MYB3R-5","0.1039154741","0.4108901038","0.7142675121"
"AT3G11670","ATTS02|DGD1","0.077370047","0.4116520968","0.7149762274"
"AT1G65520","ATECI1|ECHIC|ECI1|PEC11","-0.2002912736","0.4121120999","0.7155152756"
"AT1G02640","ATBXL2|BXL2","0.1654830149","0.4121130025","0.7155152756"
"AT3G55340","PHIP1","0.0954204303","0.4127966332","0.7160444415"
"AT4G11260","ATSGT1B|EDM1|ETA3|RPR1|SGT1B","-0.0641890509","0.4128004079","0.7160444415"
"AT1G18500","IPMS1|MAML-4","-0.0812227698","0.4128869423","0.7160444415"
"AT1G59820","ALA3","0.0637880007","0.4131237732","0.7160444415"
"AT1G49630","ATPREP2|PREP2","0.186048826","0.4131454046","0.7160444415"
"AT1G70210","ATCYCD1;1|CYCD1;1","0.1280445939","0.4131832526","0.7160444415"
"AT3G45600","TET3","0.0758788759","0.4136694314","0.7161139116"
"AT2G27230","LHW","0.0566427649","0.4142183953","0.7162444489"
"AT4G21350","B80|PUB8","0.0923838903","0.4143500727","0.7163749765"
"AT4G04910","NSF","0.0540255671","0.4148297876","0.7167738721"
"AT1G11680","atCYP51|CYP51|CYP51A2|CYP51G1|EMB1738","0.0533040162","0.4148337921","0.7167738721"
"AT4G10180","ATDET1|DET1|FUS2","0.0703508332","0.4149464494","0.7168357509"
"AT1G79280","AtTPR|NUA","0.0755021119","0.4159099137","0.7176120571"
"AT3G10700","GalAK","0.0908575634","0.4161423662","0.7178190863"
"AT4G18160","ATKCO6|ATTPK3|KCO6|TPK3","-0.0808616061","0.4164126643","0.7179795619"
"AT5G38470","RAD23D","0.0662316745","0.4169208786","0.7183804932"
"AT4G26100","CK1|CKL1","-0.0518981089","0.4169495483","0.7183804932"
"AT1G26810","GALT1","0.1626152871","0.4170032818","0.7183804932"
"AT2G30330","BLOS1","-0.0747880099","0.4172395421","0.7185960903"
"AT4G17890","AGD8","-0.0701236618","0.4172693432","0.7185960903"
"AT5G22220","ATE2FB|E2F1|E2FB","0.0741019769","0.4178896655","0.7188880055"
"AT3G52890","KIPK","0.0689687845","0.4180922564","0.7188927502"
"AT3G49680","ATBCAT-3|BCAT3","0.0730803535","0.4190843439","0.7198257057"
"AT2G01150","RHA2B","0.1080496362","0.4193839859","0.7201948324"
"AT2G11520","CRCK3","-0.0634944281","0.4196910359","0.7205765291"
"AT3G54010","DEI1|PAS1","0.0552358483","0.4200276135","0.7206799933"
"AT1G54250","ATRPABC16.5|NRPB8A|NRPE8A","0.067999282","0.4201865668","0.7208448551"
"AT3G17240","mtLPD2","0.0572569855","0.4207570501","0.7213897286"
"AT3G02050","ATKT4|ATKUP3|KUP3","-0.1180986601","0.4208530109","0.7213897286"
"AT3G07520","ATGLR1.4|GLR1.4","-0.1698659325","0.4211579749","0.7213897286"
"AT1G29050","TBL38","0.1228567144","0.421447489","0.7213897286"
"AT1G08830","AtSOD1|CSD1|SOD1","0.1420419623","0.4214570617","0.7213897286"
"AT3G22890","APS1|ATPS1","-0.1339118645","0.4222009937","0.7220443886"
"AT1G27970","NTF2B","0.0830979084","0.4222167164","0.7220443886"
"AT5G63400","ADK1","-0.0582606466","0.4224879304","0.7223628544"
"AT5G10610","CYP81K1","-0.1476746232","0.4227620812","0.7226862126"
"AT5G66680","DGL1","-0.0599912407","0.4230253516","0.7228454909"
"AT2G24630","ATCSLC08|ATCSLC8|CSLC08|CSLC8","-0.1112803709","0.4231549842","0.7229216607"
"AT5G57090","AGR|AGR1|ATPIN2|EIR1|MM31|PIN2|WAV6","-0.1509871069","0.4238362602","0.7236033792"
"AT5G16710","DHAR3","0.0828420139","0.4240006826","0.7236033792"
"AT2G46280","TIF3I1|TRIP-1|TRIP1","0.053213487","0.4244844416","0.724118095"
"AT3G08850","ATRAPTOR1B|RAPTOR1|RAPTOR1B","0.0642094761","0.4253054842","0.7250410669"
"AT4G30210","AR2|ATR2","0.0833371356","0.4253824517","0.7250936028"
"AT4G18130","PHYE","-0.1133167303","0.4260270091","0.7257858406"
"AT2G26510","NAT3|PDE135","0.0721296655","0.4265824534","0.7263557785"
"AT1G71010","FAB1C","-0.058433461","0.4265917699","0.7263557785"
"AT5G06150","CYC1BAT|CYCB1;2","0.1427204213","0.4266749098","0.7263557785"
"AT1G04260","MPI1|MPI7|MPIP1|MPIP7|PRA1.D","0.0658818701","0.4281046002","0.7277201643"
"AT1G15960","ATNRAMP6|NRAMP6","-0.2385123651","0.4289928011","0.7285991102"
"AT1G69230","SP1L2","0.5953751094","0.4290544222","0.7286067038"
"AT2G25490","EBF1|FBL6","-0.0916502891","0.4297819684","0.7293789773"
"AT5G28290","ATNEK3|NEK3","0.0996583713","0.4308085695","0.7301990661"
"AT1G72710","CKL2","0.0399481873","0.431790166","0.7313031354"
"AT4G22680","AtMYB85|MYB85","0.3497545313","0.4324338758","0.7318961324"
"AT3G54220","SCR|SGR1","0.0772120285","0.4326681561","0.7320133133"
"AT1G08810","AtMYB60|MYB60","0.3406121394","0.4339434884","0.7331980033"
"AT3G47600","ATMYB94|ATMYBCP70|MYB94","-0.3979476632","0.4340518269","0.7332838721"
"AT4G15290","ATCSLB05|ATCSLB5|CSLB05","0.3577392348","0.4346119344","0.7335982459"
"AT1G29150","ATS9|RPN6","-0.0550737508","0.4347007292","0.7336502053"
"AT5G62690","TUB2","-0.0705215019","0.4347560338","0.7336502053"
"AT3G62090","PIF6|PIL2","-0.2390420146","0.4351339285","0.733953225"
"AT4G04885","PCFS4","0.0610028405","0.4356870159","0.7345862283"
"AT4G33240","FAB1A","0.0618927115","0.4363680259","0.7350853694"
"AT1G10930","ATRECQ4A|ATSGS1|RECQ4A","0.1265109962","0.4363770253","0.7350853694"
"AT5G03150","JKD","-0.0749000504","0.4367355943","0.7354787784"
"AT1G74030","ENO1","0.1037765083","0.4373508672","0.7360417414"
"AT3G52090","ATRPB13.6|NRPB11|NRPD11|NRPE11","0.0712025134","0.4379856168","0.7364025199"
"AT5G23630","MIA|PDR2","0.0538326161","0.438028552","0.7364025199"
"AT2G04780","FLA7","-0.1139040584","0.4384362104","0.7366368675"
"AT4G16845","VRN2","0.1135180623","0.4394330555","0.7374885835"
"AT2G31300","ARPC1|ARPC1B","-0.0920263036","0.4396694267","0.7376766918"
"AT2G37560","ATORC2|ORC2","0.1370517545","0.4413338174","0.7391506576"
"AT3G21070","ATNADK-1|NADK1","-0.0905141429","0.442374132","0.7403291951"
"AT2G03050","EMB93|SOLDAT10","0.0884052525","0.4428293243","0.740702054"
"AT1G22710","ATSUC2|SUC2|SUT1","0.20035103","0.4438997471","0.7415573091"
"AT5G01560","LecRK-VI.4|LECRKA4.3","0.0897556832","0.4440066691","0.7416010774"
"AT5G15900","TBL19","0.1824952819","0.4441608059","0.741701349"
"AT5G50240","AtPIMT2|PIMT2","0.2960464438","0.4447200901","0.741966424"
"AT5G56360","PSL4","0.0492492378","0.4453491857","0.7424538953"
"AT3G03120","ARFB1C|ATARFB1C","-0.0654777278","0.4453616883","0.7424538953"
"AT2G32610","ATCSLB01|ATCSLB1|CSLB01","0.3198274573","0.4456674704","0.7426563108"
"AT3G09840","ATCDC48|AtCDC48A|CDC48|CDC48A","-0.0484247296","0.4462788075","0.7431568074"
"AT3G16980","NRPB9A|NRPD9A|NRPE9A","-0.2239130159","0.4470281239","0.744113011"
"AT5G65070","AGL69|FCL4|MAF4","-0.2475603098","0.4475555519","0.7444140704"
"AT4G16160","ATOEP16-2|ATOEP16-S","0.6356459323","0.4481196647","0.7448116297"
"AT2G39550","ATGGT-IB|GGB|PGGT-I","-0.0460919454","0.4483543151","0.7451044989"
"AT5G51450","RIN3","0.097000402","0.448560547","0.7452239111"
"AT3G62910","APG3|AtcpRF1|cpRF1","0.1425163349","0.4488988205","0.7455234889"
"AT3G06400","CHR11","0.0577515338","0.4490094181","0.7456100386"
"AT5G57880","ATPRD2|MPS1|PRD2","0.1658958702","0.4493555679","0.7459406194"
"AT4G37580","COP3|HLS1|UNS2","0.1699452311","0.4506543514","0.747007996"
"AT5G07300","BON2","0.0402972812","0.4506718832","0.747007996"
"AT2G27820","ADT3|PD1","-0.0865366499","0.450912901","0.7471405435"
"AT1G07770","RPS15A","0.0887409857","0.450918592","0.7471405435"
"AT5G55300","FAS5|MGO1|TOP1|TOP1ALPHA","0.0692523507","0.4509934132","0.7472014327"
